,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,sales_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,order_date,delivery_date,delivery_time,order_year,order_month,order_day,delivery_year,delivery_month,delivery_day,order_day_name,order_month_name,delivery_day_name,delivery_month_name
12,7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2296,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",2021-05-21,2021-05-23,2,2021,5,21,2021,5,23,Friday,May,Sunday,May
13,10,Susanetta Wilshin,Bigender,70,615 Hayley KnollSuite 454,2118,Joelburgh,Western Australia,Australia,595,45626,2990,1023,90,3,270,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",2021-03-09,2021-03-29,20,2021,3,9,2021,3,29,Tuesday,March,Monday,March
14,11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,41952,2800,144,91,2,182,Shirt,Linen,XL,red,116,47,"A red coloured, XL sized, Linen Shirt",2021-05-28,2021-06-05,8,2021,5,28,2021,6,5,Friday,May,Saturday,June
15,11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,41952,2801,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",2021-05-28,2021-06-05,8,2021,5,28,2021,6,5,Friday,May,Saturday,June
16,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,630,770,91,1,91,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
17,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,631,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
18,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,632,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
19,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,633,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
20,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,634,840,113,2,226,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
21,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,635,185,98,2,196,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
22,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,636,653,93,3,279,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
23,12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,637,1194,105,1,105,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",2021-06-19,2021-07-01,12,2021,6,19,2021,7,1,Saturday,June,Thursday,July
24,13,Marabel Swinfon,Male,42,16 Kuhn LoopSuite 442,6170,Maddisonmouth,Queensland,Australia,398,31626,1980,503,102,1,102,Jacket,Windbreaker,L,yellow,109,70,"A yellow coloured, L sized, Windbreaker Jacket",2021-09-28,2021-10-13,15,2021,9,28,2021,10,13,Tuesday,September,Wednesday,October
25,13,Marabel Swinfon,Male,42,16 Kuhn LoopSuite 442,6170,Maddisonmouth,Queensland,Australia,398,31626,1981,472,118,1,118,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",2021-09-28,2021-10-13,15,2021,9,28,2021,10,13,Tuesday,September,Wednesday,October
26,13,Marabel Swinfon,Male,42,16 Kuhn LoopSuite 442,6170,Maddisonmouth,Queensland,Australia,398,31626,1982,611,112,1,112,Jacket,Cardigan,S,green,118,62,"A green coloured, S sized, Cardigan Jacket",2021-09-28,2021-10-13,15,2021,9,28,2021,10,13,Tuesday,September,Wednesday,October
27,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,973,758,109,3,327,Jacket,Peacoat,L,blue,102,64,"A blue coloured, L sized, Peacoat Jacket",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
28,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,974,1158,99,2,198,Trousers,High-Waisted,L,red,98,52,"A red coloured, L sized, High-Waisted Trousers",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
29,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,975,964,97,2,194,Trousers,Slim-Fit,XL,green,119,67,"A green coloured, XL sized, Slim-Fit Trousers",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
30,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,976,135,92,2,184,Shirt,Denim,XS,violet,115,73,"A violet coloured, XS sized, Denim Shirt",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
31,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,977,842,113,3,339,Trousers,Chinos,M,red,100,54,"A red coloured, M sized, Chinos Trousers",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
32,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,200,50335,978,992,106,1,106,Trousers,Wool,M,yellow,111,43,"A yellow coloured, M sized, Wool Trousers",2021-08-24,2021-09-07,14,2021,8,24,2021,9,7,Tuesday,August,Tuesday,September
33,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4975,564,100,3,300,Jacket,Bomber,XL,red,90,62,"A red coloured, XL sized, Bomber Jacket",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
34,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4976,837,117,1,117,Jacket,Shearling,M,violet,95,74,"A violet coloured, M sized, Shearling Jacket",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
35,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4977,536,98,1,98,Jacket,Leather,S,yellow,113,41,"A yellow coloured, S sized, Leather Jacket",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
36,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4978,756,109,2,218,Jacket,Peacoat,S,blue,102,50,"A blue coloured, S sized, Peacoat Jacket",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
37,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4979,24,96,3,288,Shirt,Oxford Cloth,XL,blue,114,60,"A blue coloured, XL sized, Oxford Cloth Shirt",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
38,15,Avril Rossiter,Genderfluid,34,254 Ali RidgeApt. 350,491,Kiehnburgh,Western Australia,Australia,995,43588,4980,244,106,1,106,Shirt,Chambray,XL,violet,105,54,"A violet coloured, XL sized, Chambray Shirt",2021-04-14,2021-04-28,14,2021,4,14,2021,4,28,Wednesday,April,Wednesday,April
39,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,4439,511,102,2,204,Jacket,Windbreaker,S,blue,109,41,"A blue coloured, S sized, Windbreaker Jacket",2021-10-18,2021-11-13,26,2021,10,18,2021,11,13,Monday,October,Saturday,November
40,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,4440,930,96,3,288,Trousers,Drawstring,XS,blue,104,45,"A blue coloured, XS sized, Drawstring Trousers",2021-10-18,2021-11-13,26,2021,10,18,2021,11,13,Monday,October,Saturday,November
41,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,4441,1222,105,2,210,Trousers,Pleated,M,violet,90,45,"A violet coloured, M sized, Pleated Trousers",2021-10-18,2021-11-13,26,2021,10,18,2021,11,13,Monday,October,Saturday,November
42,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,4442,1012,106,3,318,Trousers,Wool,M,violet,111,51,"A violet coloured, M sized, Wool Trousers",2021-10-18,2021-11-13,26,2021,10,18,2021,11,13,Monday,October,Saturday,November
43,16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,4443,71,118,2,236,Shirt,Flannel,S,red,96,59,"A red coloured, S sized, Flannel Shirt",2021-10-18,2021-11-13,26,2021,10,18,2021,11,13,Monday,October,Saturday,November
44,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,924,219,106,1,106,Shirt,Chambray,XL,orange,105,57,"A orange coloured, XL sized, Chambray Shirt",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
45,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,925,1077,93,2,186,Trousers,Joggers,M,indigo,94,66,"A indigo coloured, M sized, Joggers Trousers",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
46,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,926,130,92,2,184,Shirt,Denim,XS,indigo,115,79,"A indigo coloured, XS sized, Denim Shirt",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
47,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,927,74,118,1,118,Shirt,Flannel,XL,red,96,72,"A red coloured, XL sized, Flannel Shirt",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
48,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,928,23,96,2,192,Shirt,Oxford Cloth,L,blue,114,59,"A blue coloured, L sized, Oxford Cloth Shirt",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
49,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,929,282,105,1,105,Shirt,Cuban Collar,M,red,93,53,"A red coloured, M sized, Cuban Collar Shirt",2021-01-22,2021-02-15,24,2021,1,22,2021,2,15,Friday,January,Monday,February
50,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1745,620,112,2,224,Jacket,Cardigan,XS,indigo,118,70,"A indigo coloured, XS sized, Cardigan Jacket",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
51,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1746,324,109,1,109,Shirt,Mandarin Collar,XL,orange,108,59,"A orange coloured, XL sized, Mandarin Collar Shirt",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
52,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1747,147,91,1,91,Shirt,Linen,M,orange,116,42,"A orange coloured, M sized, Linen Shirt",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
53,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1748,550,98,3,294,Jacket,Leather,XS,indigo,113,78,"A indigo coloured, XS sized, Leather Jacket",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
54,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1749,976,97,1,97,Trousers,Slim-Fit,S,violet,119,46,"A violet coloured, S sized, Slim-Fit Trousers",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
55,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1750,409,119,2,238,Shirt,Casual Slim Fit,XL,blue,113,68,"A blue coloured, XL sized, Casual Slim Fit Shirt",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
56,18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,1751,713,119,3,357,Jacket,Trench Coat,L,yellow,112,77,"A yellow coloured, L sized, Trench Coat Jacket",2021-02-26,2021-03-08,10,2021,2,26,2021,3,8,Friday,February,Monday,March
57,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1318,942,96,1,96,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
58,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1319,1140,102,2,204,Trousers,Cargo Pants,XS,blue,106,73,"A blue coloured, XS sized, Cargo Pants Trousers",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
59,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1320,73,118,3,354,Shirt,Flannel,L,red,96,77,"A red coloured, L sized, Flannel Shirt",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
60,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1321,1225,112,1,112,Trousers,Tracksuit Bottoms,XS,red,91,55,"A red coloured, XS sized, Tracksuit Bottoms Trousers",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
61,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1322,513,102,3,306,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
62,19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,1323,581,100,1,100,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket",2021-04-13,2021-04-27,14,2021,4,13,2021,4,27,Tuesday,April,Tuesday,April
63,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2145,191,98,3,294,Shirt,Camp Collared,S,green,112,60,"A green coloured, S sized, Camp Collared Shirt",2021-10-20,2021-11-03,14,2021,10,20,2021,11,3,Wednesday,October,Wednesday,November
64,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2146,652,93,1,93,Jacket,Coach,M,blue,115,54,"A blue coloured, M sized, Coach Jacket",2021-10-20,2021-11-03,14,2021,10,20,2021,11,3,Wednesday,October,Wednesday,November
65,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2147,769,109,2,218,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",2021-10-20,2021-11-03,14,2021,10,20,2021,11,3,Wednesday,October,Wednesday,November
66,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2148,6,96,1,96,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",2021-10-20,2021-11-03,14,2021,10,20,2021,11,3,Wednesday,October,Wednesday,November
67,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,3177,1249,112,1,112,Trousers,Tracksuit Bottoms,XL,blue,91,68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers",2021-03-10,2021-03-22,12,2021,3,10,2021,3,22,Wednesday,March,Monday,March
68,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,3178,25,96,1,96,Shirt,Oxford Cloth,XS,indigo,114,61,"A indigo coloured, XS sized, Oxford Cloth Shirt",2021-03-10,2021-03-22,12,2021,3,10,2021,3,22,Wednesday,March,Monday,March
69,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,3179,161,91,2,182,Shirt,Linen,S,blue,116,77,"A blue coloured, S sized, Linen Shirt",2021-03-10,2021-03-22,12,2021,3,10,2021,3,22,Wednesday,March,Monday,March
70,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,3180,1039,90,1,90,Trousers,Relaxed Leg,XL,blue,95,40,"A blue coloured, XL sized, Relaxed Leg Trousers",2021-03-10,2021-03-22,12,2021,3,10,2021,3,22,Wednesday,March,Monday,March
71,20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,3181,840,113,3,339,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",2021-03-10,2021-03-22,12,2021,3,10,2021,3,22,Wednesday,March,Monday,March
72,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1873,1145,102,1,102,Trousers,Cargo Pants,XS,indigo,106,51,"A indigo coloured, XS sized, Cargo Pants Trousers",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
73,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1874,1006,106,3,318,Trousers,Wool,S,indigo,111,45,"A indigo coloured, S sized, Wool Trousers",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
74,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1875,197,98,2,196,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
75,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1876,235,106,3,318,Shirt,Chambray,XS,indigo,105,75,"A indigo coloured, XS sized, Chambray Shirt",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
76,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1877,968,97,1,97,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
77,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1878,851,113,2,226,Trousers,Chinos,S,yellow,100,40,"A yellow coloured, S sized, Chinos Trousers",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
78,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1879,628,112,1,112,Jacket,Cardigan,L,violet,118,66,"A violet coloured, L sized, Cardigan Jacket",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
79,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,1880,126,92,1,92,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",2021-05-19,2021-05-28,9,2021,5,19,2021,5,28,Wednesday,May,Friday,May
80,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,3065,615,112,2,224,Jacket,Cardigan,XS,blue,118,54,"A blue coloured, XS sized, Cardigan Jacket",2021-05-13,2021-05-14,1,2021,5,13,2021,5,14,Thursday,May,Friday,May
81,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,3066,215,106,2,212,Shirt,Chambray,XS,orange,105,76,"A orange coloured, XS sized, Chambray Shirt",2021-05-13,2021-05-14,1,2021,5,13,2021,5,14,Thursday,May,Friday,May
82,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,3067,1252,112,1,112,Trousers,Tracksuit Bottoms,M,indigo,91,59,"A indigo coloured, M sized, Tracksuit Bottoms Trousers",2021-05-13,2021-05-14,1,2021,5,13,2021,5,14,Thursday,May,Friday,May
83,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,3068,422,107,3,321,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket",2021-05-13,2021-05-14,1,2021,5,13,2021,5,14,Thursday,May,Friday,May
84,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,3293,811,117,1,117,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket",2021-01-07,2021-01-20,13,2021,1,7,2021,1,20,Thursday,January,Wednesday,January
85,21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,3294,312,105,1,105,Shirt,Cuban Collar,M,violet,93,67,"A violet coloured, M sized, Cuban Collar Shirt",2021-01-07,2021-01-20,13,2021,1,7,2021,1,20,Thursday,January,Wednesday,January
